# ----------------------------------------
# CRS UK - GA4
# Free-form-Free-form 1
# 20250627-20250924
# ----------------------------------------

,,,,Device category,mobile,desktop,tablet,Totals
Date,Landing page,Country,Event name,Session default channel group,Active users,Active users,Active users,Active users
20250911,/cold-rooms-lp,United Kingdom,page_view,Paid Search,8,3,0,11
20250911,/cold-rooms-lp,United Kingdom,session_start,Paid Search,8,3,0,11
20250911,/cold-rooms-lp,United Kingdom,user_engagement,Paid Search,8,3,0,11
20250921,/cold-rooms-lp,United Kingdom,page_view,Paid Search,10,1,0,11
20250921,/cold-rooms-lp,United Kingdom,session_start,Paid Search,10,1,0,11
20250923,/,United Kingdom,page_view,Organic Search,3,8,0,11
20250923,/,United Kingdom,session_start,Organic Search,3,8,0,11
20250924,/cold-rooms-lp,United Kingdom,first_visit,Paid Search,7,4,0,11
20250630,/cold-rooms-lp,United Kingdom,first_visit,Paid Search,8,1,1,10
20250630,/cold-rooms-lp,United Kingdom,page_view,Paid Search,8,1,1,10
20250630,/cold-rooms-lp,United Kingdom,session_start,Paid Search,8,1,1,10
20250630,/cold-rooms-lp,United Kingdom,user_engagement,Paid Search,8,1,1,10
20250701,/blast-freezer,United Kingdom,page_view,Organic Search,1,9,0,10
20250701,/blast-freezer,United Kingdom,session_start,Organic Search,1,9,0,10
20250711,/cold-rooms-lp,United Kingdom,click,Paid Search,4,6,0,10
20250714,/,United Kingdom,page_view,Organic Search,2,8,0,10
20250714,/,United Kingdom,session_start,Organic Search,2,8,0,10
20250715,/,United Kingdom,first_visit,Organic Search,2,8,0,10
20250724,/cold-rooms-lp,United Kingdom,click,Paid Search,7,3,0,10
20250729,/cold-rooms-lp,United Kingdom,scroll,Paid Search,9,1,0,10
20250805,/cold-rooms-lp,United Kingdom,scroll,Paid Search,3,7,0,10
20250813,/cold-rooms-lp,United Kingdom,scroll,Paid Search,5,5,0,10
20250816,/cold-rooms-lp,United Kingdom,first_visit,Paid Search,7,2,1,10
20250816,/cold-rooms-lp,United Kingdom,page_view,Paid Search,7,2,1,10
20250816,/cold-rooms-lp,United Kingdom,session_start,Paid Search,7,2,1,10
20250818,/cold-rooms-lp,United Kingdom,scroll,Paid Search,8,2,0,10
20250819,/,United Kingdom,first_visit,Organic Search,1,9,0,10
20250828,/cold-rooms-lp,United Kingdom,scroll,Paid Search,7,3,0,10
20250831,/cold-rooms-lp,United Kingdom,first_visit,Paid Search,9,1,0,10
20250831,/cold-rooms-lp,United Kingdom,page_view,Paid Search,9,1,0,10
20250831,/cold-rooms-lp,United Kingdom,session_start,Paid Search,9,1,0,10
20250831,/cold-rooms-lp,United Kingdom,user_engagement,Paid Search,9,1,0,10
20250915,/cold-rooms-lp,United Kingdom,page_view,Paid Search,7,3,0,10
20250915,/cold-rooms-lp,United Kingdom,session_start,Paid Search,7,3,0,10
20250915,/cold-rooms-lp,United Kingdom,user_engagement,Paid Search,7,3,0,10
20250920,/cold-rooms-lp,United Kingdom,first_visit,Paid Search,10,0,0,10
20250920,/cold-rooms-lp,United Kingdom,page_view,Paid Search,10,0,0,10
20250920,/cold-rooms-lp,United Kingdom,session_start,Paid Search,10,0,0,10
20250920,/cold-rooms-lp,United Kingdom,user_engagement,Paid Search,10,0,0,10
20250921,/cold-rooms-lp,United Kingdom,first_visit,Paid Search,9,1,0,10
20250921,/cold-rooms-lp,United Kingdom,user_engagement,Paid Search,9,1,0,10
20250923,/,United Kingdom,first_visit,Organic Search,3,7,0,10
20250924,/,United Kingdom,page_view,Organic Search,1,9,0,10
20250924,/,United Kingdom,session_start,Organic Search,1,9,0,10
20250628,/refrigerated-units-lp,United Kingdom,page_view,Paid Search,8,0,1,9
20250628,/refrigerated-units-lp,United Kingdom,session_start,Paid Search,8,0,1,9
20250628,/refrigerated-units-lp,United Kingdom,user_engagement,Paid Search,8,0,1,9
20250630,/refrigerated-units-lp,United Kingdom,first_visit,Paid Search,7,2,0,9
20250630,/refrigerated-units-lp,United Kingdom,page_view,Paid Search,7,2,0,9
20250630,/refrigerated-units-lp,United Kingdom,session_start,Paid Search,7,2,0,9
20250630,/refrigerated-units-lp,United Kingdom,user_engagement,Paid Search,7,2,0,9
20250701,/blast-freezer,United Kingdom,first_visit,Organic Search,0,9,0,9
20250702,/refrigerated-units-lp,United Kingdom,first_visit,Paid Search,6,3,0,9
20250702,/refrigerated-units-lp,United Kingdom,page_view,Paid Search,6,3,0,9
20250702,/refrigerated-units-lp,United Kingdom,session_start,Paid Search,6,3,0,9
20250702,/refrigerated-units-lp,United Kingdom,user_engagement,Paid Search,6,3,0,9
20250703,/,United Kingdom,page_view,Organic Search,1,8,0,9
20250703,/,United Kingdom,session_start,Organic Search,1,8,0,9
20250716,/cold-rooms-lp,United Kingdom,scroll,Paid Search,6,3,0,9
20250718,/cold-rooms-lp,United Kingdom,click,Paid Search,3,6,0,9
20250722,/enquiry,United Kingdom,first_visit,Email,0,9,0,9
20250722,/enquiry,United Kingdom,page_view,Email,0,9,0,9
20250722,/enquiry,United Kingdom,session_start,Email,0,9,0,9
20250729,/,United Kingdom,first_visit,Organic Search,1,8,0,9
20250730,/cold-rooms-lp,United Kingdom,scroll,Paid Search,7,2,0,9
20250801,/cold-rooms-lp,United Kingdom,scroll,Paid Search,5,4,0,9
20250806,/cold-rooms-lp,United Kingdom,scroll,Paid Search,6,3,0,9
20250811,/cold-rooms-lp,United Kingdom,scroll,Paid Search,7,2,0,9
20250814,/cold-rooms-lp,United Kingdom,click,Paid Search,6,3,0,9
20250815,/cold-rooms-lp,United Kingdom,scroll,Paid Search,7,2,0,9
20250816,/cold-rooms-lp,United Kingdom,user_engagement,Paid Search,7,1,1,9
20250820,/,United Kingdom,page_view,Organic Search,1,8,0,9
20250820,/,United Kingdom,session_start,Organic Search,1,8,0,9
20250906,/cold-rooms-lp,United Kingdom,first_visit,Paid Search,6,3,0,9
20250906,/cold-rooms-lp,United Kingdom,page_view,Paid Search,6,3,0,9
20250906,/cold-rooms-lp,United Kingdom,session_start,Paid Search,6,3,0,9
20250906,/cold-rooms-lp,United Kingdom,user_engagement,Paid Search,6,3,0,9
20250908,/cold-rooms-lp,United Kingdom,scroll,Paid Search,6,3,0,9
20250628,/cold-rooms-lp,United Kingdom,scroll,Paid Search,7,1,0,8
20250628,/refrigerated-units-lp,United Kingdom,first_visit,Paid Search,7,0,1,8
20250630,/refrigerated-units-lp,United Kingdom,scroll,Paid Search,7,1,0,8
20250701,/,United Kingdom,first_visit,Organic Search,4,4,0,8
20250701,/,United Kingdom,page_view,Organic Search,4,4,0,8
20250701,/,United Kingdom,session_start,Organic Search,4,4,0,8
20250702,/refrigerated-units-lp,United Kingdom,scroll,Paid Search,5,3,0,8
20250703,/,United Kingdom,first_visit,Organic Search,1,7,0,8
20250707,/cold-rooms-lp,United Kingdom,scroll,Paid Search,5,3,0,8
20250715,/cold-stores,United Kingdom,first_visit,Paid Search,8,0,0,8
20250715,/cold-stores,United Kingdom,page_view,Paid Search,8,0,0,8
20250715,/cold-stores,United Kingdom,session_start,Paid Search,8,0,0,8
20250723,/,United Kingdom,page_view,Organic Search,0,8,0,8
20250723,/,United Kingdom,session_start,Organic Search,0,8,0,8
20250728,/cold-rooms-lp,United Kingdom,scroll,Paid Search,4,4,0,8
20250730,/,United Kingdom,first_visit,Organic Search,4,4,0,8
20250730,/,United Kingdom,page_view,Organic Search,4,4,0,8
20250730,/,United Kingdom,session_start,Organic Search,4,4,0,8
20250731,/cold-rooms-lp,United Kingdom,scroll,Paid Search,4,4,0,8
20250802,/cold-rooms-lp,United Kingdom,first_visit,Paid Search,8,0,0,8
20250802,/cold-rooms-lp,United Kingdom,page_view,Paid Search,8,0,0,8
20250802,/cold-rooms-lp,United Kingdom,session_start,Paid Search,8,0,0,8
20250802,/cold-rooms-lp,United Kingdom,user_engagement,Paid Search,8,0,0,8
20250804,/refrigerated-units-lp,United Kingdom,first_visit,Paid Search,5,3,0,8
20250804,/refrigerated-units-lp,United Kingdom,page_view,Paid Search,5,3,0,8
20250804,/refrigerated-units-lp,United Kingdom,session_start,Paid Search,5,3,0,8
20250804,/refrigerated-units-lp,United Kingdom,user_engagement,Paid Search,5,3,0,8
20250805,/cold-rooms-lp,United Kingdom,click,Paid Search,4,4,0,8
20250806,/,United Kingdom,page_view,Organic Search,2,6,0,8
20250806,/,United Kingdom,session_start,Organic Search,2,6,0,8
20250807,/cold-rooms-lp,United Kingdom,scroll,Paid Search,8,0,0,8
20250811,/cold-rooms-lp,United Kingdom,click,Paid Search,5,3,0,8
20250812,/cold-rooms-lp,United Kingdom,scroll,Paid Search,5,3,0,8
20250813,(not set),United States,first_visit,Unassigned,0,8,0,8
20250813,(not set),United States,page_view,Unassigned,0,8,0,8
20250813,(not set),United States,session_start,Unassigned,0,8,0,8
20250820,/,United Kingdom,first_visit,Organic Search,1,7,0,8
20250825,/cold-rooms-lp,United Kingdom,first_visit,Paid Search,7,1,0,8
20250825,/cold-rooms-lp,United Kingdom,page_view,Paid Search,7,1,0,8
20250825,/cold-rooms-lp,United Kingdom,session_start,Paid Search,7,1,0,8
20250825,/cold-rooms-lp,United Kingdom,user_engagement,Paid Search,7,1,0,8
20250903,/,United States,first_visit,Direct,0,8,0,8
20250903,/,United States,page_view,Direct,0,8,0,8
20250903,/,United States,session_start,Direct,0,8,0,8
20250908,/cold-rooms-lp,United Kingdom,page_view,Cross-network,7,1,0,8
20250908,/cold-rooms-lp,United Kingdom,session_start,Cross-network,7,1,0,8
20250908,/cold-rooms-lp,United Kingdom,user_engagement,Cross-network,7,1,0,8
20250915,/cold-rooms-lp,United Kingdom,first_visit,Paid Search,6,2,0,8
20250915,/get-in-touch-with-crs,United Kingdom,page_view,Paid Search,3,5,0,8
20250915,/get-in-touch-with-crs,United Kingdom,session_start,Paid Search,3,5,0,8
20250915,/get-in-touch-with-crs,United Kingdom,user_engagement,Paid Search,3,5,0,8
20250916,/cold-rooms-lp,United Kingdom,click,Paid Search,4,4,0,8
20250916,/cold-rooms-lp,United Kingdom,scroll,Paid Search,7,1,0,8
20250918,/cold-rooms-lp,United Kingdom,scroll,Paid Search,5,2,1,8
20250919,/cold-rooms-lp,United Kingdom,scroll,Paid Search,4,4,0,8
20250923,/cold-rooms-lp,United Kingdom,scroll,Paid Search,4,4,0,8
20250628,/refrigerated-units-lp,United Kingdom,scroll,Paid Search,6,0,1,7
20250629,/cold-rooms-lp,United Kingdom,scroll,Paid Search,7,0,0,7
20250630,/,China,first_visit,Direct,0,7,0,7
20250630,/,China,page_view,Direct,0,7,0,7
20250630,/,China,session_start,Direct,0,7,0,7
20250702,/,United Kingdom,first_visit,Organic Search,0,7,0,7
20250702,/,United Kingdom,page_view,Organic Search,0,7,0,7
20250702,/,United Kingdom,session_start,Organic Search,0,7,0,7
20250711,/cold-rooms-lp,United Kingdom,scroll,Paid Search,3,4,0,7
20250711,/cold-stores,United Kingdom,first_visit,Paid Search,7,0,0,7
20250711,/cold-stores,United Kingdom,page_view,Paid Search,7,0,0,7
20250711,/cold-stores,United Kingdom,session_start,Paid Search,7,0,0,7
20250714,/,United Kingdom,first_visit,Organic Search,2,5,0,7
20250720,/cold-rooms-lp,United Kingdom,click,Paid Search,6,0,1,7
20250721,/,United Kingdom,page_view,Organic Search,0,7,0,7
20250721,/,United Kingdom,session_start,Organic Search,0,7,0,7
20250726,/cold-rooms-lp,United Kingdom,first_visit,Paid Search,6,1,0,7
20250726,/cold-rooms-lp,United Kingdom,page_view,Paid Search,6,1,0,7
20250726,/cold-rooms-lp,United Kingdom,session_start,Paid Search,6,1,0,7
20250730,/cold-rooms-lp,United Kingdom,click,Paid Search,5,2,0,7
20250801,/,United Kingdom,page_view,Direct,3,4,0,7
20250801,/,United Kingdom,session_start,Direct,3,4,0,7
20250801,/cold-rooms-lp,United Kingdom,click,Paid Search,2,5,0,7
20250806,/,United Kingdom,first_visit,Organic Search,2,5,0,7
20250811,/refrigerated-units-lp,United Kingdom,page_view,Paid Search,3,4,0,7
20250811,/refrigerated-units-lp,United Kingdom,session_start,Paid Search,3,4,0,7
20250811,/refrigerated-units-lp,United Kingdom,user_engagement,Paid Search,3,4,0,7
20250818,/cold-rooms-lp,United Kingdom,click,Paid Search,4,3,0,7
20250819,/blast-freezers-lp,United Kingdom,page_view,Paid Search,4,3,0,7
20250819,/blast-freezers-lp,United Kingdom,session_start,Paid Search,4,3,0,7
20250819,/blast-freezers-lp,United Kingdom,user_engagement,Paid Search,4,3,0,7
20250822,/cold-rooms-lp,United Kingdom,click,Paid Search,1,6,0,7
20250822,/cold-stores,United Kingdom,first_visit,Direct,1,6,0,7
20250822,/cold-stores,United Kingdom,page_view,Direct,1,6,0,7
20250822,/cold-stores,United Kingdom,session_start,Direct,1,6,0,7
20250827,/cold-rooms-lp,United Kingdom,scroll,Paid Search,3,4,0,7
20250827,/refrigerated-units-lp,United Kingdom,page_view,Paid Search,2,5,0,7
20250827,/refrigerated-units-lp,United Kingdom,session_start,Paid Search,2,5,0,7
20250827,/refrigerated-units-lp,United Kingdom,user_engagement,Paid Search,2,5,0,7
20250828,/cold-rooms-lp,United Kingdom,click,Paid Search,4,3,0,7
20250829,/refrigerated-units-lp,United Kingdom,first_visit,Paid Search,4,3,0,7
20250829,/refrigerated-units-lp,United Kingdom,page_view,Paid Search,4,3,0,7
20250829,/refrigerated-units-lp,United Kingdom,session_start,Paid Search,4,3,0,7
20250829,/refrigerated-units-lp,United Kingdom,user_engagement,Paid Search,4,3,0,7
20250830,/cold-rooms-lp,United Kingdom,first_visit,Paid Search,7,0,0,7
20250830,/cold-rooms-lp,United Kingdom,page_view,Paid Search,7,0,0,7
20250830,/cold-rooms-lp,United Kingdom,session_start,Paid Search,7,0,0,7
20250830,/cold-rooms-lp,United Kingdom,user_engagement,Paid Search,7,0,0,7
20250901,/blast-freezers-lp,United Kingdom,page_view,Paid Search,1,6,0,7
20250901,/blast-freezers-lp,United Kingdom,session_start,Paid Search,1,6,0,7
20250901,/blast-freezers-lp,United Kingdom,user_engagement,Paid Search,1,6,0,7
20250901,/cold-rooms-lp,United Kingdom,scroll,Paid Search,3,4,0,7
20250902,/cold-rooms-lp,United Kingdom,scroll,Paid Search,5,2,0,7
20250902,/refrigerated-units-lp,United Kingdom,first_visit,Paid Search,4,3,0,7
20250902,/refrigerated-units-lp,United Kingdom,page_view,Paid Search,4,3,0,7
20250902,/refrigerated-units-lp,United Kingdom,session_start,Paid Search,4,3,0,7
20250902,/refrigerated-units-lp,United Kingdom,user_engagement,Paid Search,4,3,0,7
20250904,/cold-rooms-lp,United Kingdom,scroll,Paid Search,6,1,0,7
20250907,/cold-rooms-lp,United Kingdom,page_view,Paid Search,6,1,0,7
20250907,/cold-rooms-lp,United Kingdom,session_start,Paid Search,6,1,0,7
20250907,/cold-rooms-lp,United Kingdom,user_engagement,Paid Search,6,1,0,7
20250909,/cold-rooms-lp,United Kingdom,scroll,Paid Search,5,2,0,7
20250911,/cold-rooms-lp,United Kingdom,scroll,Paid Search,6,1,0,7
20250913,/cold-rooms-lp,United Kingdom,first_visit,Paid Search,6,1,0,7
20250913,/cold-rooms-lp,United Kingdom,page_view,Paid Search,6,1,0,7
20250913,/cold-rooms-lp,United Kingdom,session_start,Paid Search,6,1,0,7
20250913,/cold-rooms-lp,United Kingdom,user_engagement,Paid Search,6,1,0,7
20250914,/cold-rooms-lp,United Kingdom,first_visit,Paid Search,7,0,0,7
20250914,/cold-rooms-lp,United Kingdom,page_view,Paid Search,7,0,0,7
20250914,/cold-rooms-lp,United Kingdom,session_start,Paid Search,7,0,0,7
20250914,/cold-rooms-lp,United Kingdom,user_engagement,Paid Search,7,0,0,7
20250915,/get-in-touch-with-crs,United Kingdom,first_visit,Paid Search,3,4,0,7
20250917,/cold-rooms-lp,United Kingdom,scroll,Paid Search,6,0,1,7
20250922,/cold-rooms-lp,United Kingdom,scroll,Paid Search,5,2,0,7
20250924,/,United Kingdom,first_visit,Direct,6,1,0,7
20250924,/,United Kingdom,first_visit,Organic Search,0,7,0,7
20250924,/,United Kingdom,page_view,Direct,6,1,0,7
20250924,/,United Kingdom,session_start,Direct,6,1,0,7
20250627,/,United Kingdom,page_view,Direct,1,5,0,6
20250627,/,United Kingdom,session_start,Direct,1,5,0,6
20250630,/cold-rooms-lp,United Kingdom,scroll,Paid Search,4,1,1,6
20250701,/cold-rooms-lp,United Kingdom,scroll,Paid Search,5,1,0,6
20250702,/cold-stores,United Kingdom,first_visit,Paid Search,5,1,0,6
20250702,/cold-stores,United Kingdom,page_view,Paid Search,5,1,0,6
20250702,/cold-stores,United Kingdom,session_start,Paid Search,5,1,0,6
20250702,/refrigerated-container/10ft.html,United Kingdom,page_view,Organic Search,1,5,0,6
20250702,/refrigerated-container/10ft.html,United Kingdom,session_start,Organic Search,1,5,0,6
20250704,/,United Kingdom,page_view,Organic Search,0,6,0,6
20250704,/,United Kingdom,session_start,Organic Search,0,6,0,6
20250707,/,United Kingdom,page_view,Organic Search,2,4,0,6
20250707,/,United Kingdom,session_start,Organic Search,2,4,0,6
20250707,/cold-rooms-lp,United Kingdom,click,Paid Search,4,2,0,6
20250708,/cold-rooms-lp,United Kingdom,click,Paid Search,3,3,0,6
20250710,/,United Kingdom,first_visit,Organic Search,3,3,0,6
20250710,/,United Kingdom,page_view,Organic Search,3,3,0,6
20250710,/,United Kingdom,session_start,Organic Search,3,3,0,6
20250713,/cold-rooms-lp,United Kingdom,scroll,Paid Search,6,0,0,6
20250714,/cold-rooms-lp,United Kingdom,click,Paid Search,0,6,0,6
20250721,/,United Kingdom,first_visit,Organic Search,0,6,0,6
20250721,/refrigerated-units-lp,United Kingdom,first_visit,Paid Search,4,2,0,6
20250721,/refrigerated-units-lp,United Kingdom,page_view,Paid Search,4,2,0,6
20250721,/refrigerated-units-lp,United Kingdom,session_start,Paid Search,4,2,0,6
20250721,/refrigerated-units-lp,United Kingdom,user_engagement,Paid Search,4,2,0,6
20250722,/refrigerated-units-lp,United Kingdom,page_view,Paid Search,2,4,0,6
20250722,/refrigerated-units-lp,United Kingdom,session_start,Paid Search,2,4,0,6
20250722,/refrigerated-units-lp,United Kingdom,user_engagement,Paid Search,2,4,0,6
20250723,/,United Kingdom,first_visit,Organic Search,0,6,0,6
20250723,/refrigerated-units-lp,United Kingdom,first_visit,Paid Search,6,0,0,6
20250723,/refrigerated-units-lp,United Kingdom,page_view,Paid Search,6,0,0,6
20250723,/refrigerated-units-lp,United Kingdom,session_start,Paid Search,6,0,0,6
20250723,/refrigerated-units-lp,United Kingdom,user_engagement,Paid Search,6,0,0,6
20250724,/,United Kingdom,first_visit,Organic Search,0,6,0,6
20250724,/,United Kingdom,page_view,Organic Search,0,6,0,6
20250724,/,United Kingdom,session_start,Organic Search,0,6,0,6
20250725,/cold-rooms-lp,United Kingdom,click,Paid Search,5,1,0,6
20250725,/cold-rooms-lp,United Kingdom,scroll,Paid Search,4,2,0,6
20250726,/cold-rooms-lp,United Kingdom,user_engagement,Paid Search,6,0,0,6
20250727,/cold-rooms-lp,United Kingdom,first_visit,Paid Search,5,1,0,6
20250727,/cold-rooms-lp,United Kingdom,page_view,Paid Search,5,1,0,6
20250727,/cold-rooms-lp,United Kingdom,session_start,Paid Search,5,1,0,6
20250727,/cold-rooms-lp,United Kingdom,user_engagement,Paid Search,5,1,0,6
20250730,/,United Kingdom,first_visit,Direct,4,2,0,6
20250730,/,United Kingdom,page_view,Direct,4,2,0,6
20250730,/,United Kingdom,session_start,Direct,4,2,0,6
20250731,/,United States,first_visit,Direct,2,4,0,6
20250731,/,United States,page_view,Direct,2,4,0,6
20250731,/,United States,session_start,Direct,2,4,0,6
20250731,/cold-stores,United Kingdom,first_visit,Direct,2,4,0,6
20250731,/cold-stores,United Kingdom,page_view,Direct,2,4,0,6
20250731,/cold-stores,United Kingdom,session_start,Direct,2,4,0,6
20250801,/,United Kingdom,first_visit,Direct,3,3,0,6
20250801,/,United States,first_visit,Direct,0,6,0,6
20250801,/,United States,page_view,Direct,0,6,0,6
20250801,/,United States,session_start,Direct,0,6,0,6
20250803,/cold-rooms-lp,United Kingdom,scroll,Paid Search,3,2,1,6
20250804,/,United Kingdom,first_visit,Organic Search,3,3,0,6
20250804,/,United Kingdom,page_view,Organic Search,3,3,0,6
20250804,/,United Kingdom,session_start,Organic Search,3,3,0,6
20250804,/cold-rooms-lp,United Kingdom,page_view,Cross-network,5,1,0,6
20250804,/cold-rooms-lp,United Kingdom,session_start,Cross-network,5,1,0,6
20250805,/,United Kingdom,page_view,Organic Search,1,5,0,6
20250805,/,United Kingdom,session_start,Organic Search,1,5,0,6
20250806,/cold-stores,United Kingdom,first_visit,Direct,2,4,0,6
20250806,/cold-stores,United Kingdom,page_view,Direct,2,4,0,6
20250806,/cold-stores,United Kingdom,session_start,Direct,2,4,0,6
20250806,/news/cold-storage-fruit-and-veg.html,India,first_visit,Organic Search,4,2,0,6
20250806,/news/cold-storage-fruit-and-veg.html,India,page_view,Organic Search,4,2,0,6
20250806,/news/cold-storage-fruit-and-veg.html,India,session_start,Organic Search,4,2,0,6
20250808,/cold-rooms-lp,United Kingdom,scroll,Paid Search,4,2,0,6
20250811,/refrigerated-units-lp,United Kingdom,first_visit,Paid Search,2,4,0,6
20250814,/cold-stores,United Kingdom,first_visit,Direct,3,3,0,6
20250814,/cold-stores,United Kingdom,page_view,Direct,3,3,0,6
20250814,/cold-stores,United Kingdom,session_start,Direct,3,3,0,6
20250816,/cold-rooms-lp,United Kingdom,scroll,Paid Search,4,1,1,6
20250819,/blast-freezers-lp,United Kingdom,first_visit,Paid Search,4,2,0,6
20250820,/cold-rooms-lp,United Kingdom,scroll,Paid Search,3,3,0,6
20250824,/cold-rooms-lp,United Kingdom,first_visit,Paid Search,6,0,0,6
20250824,/cold-rooms-lp,United Kingdom,page_view,Paid Search,6,0,0,6
20250824,/cold-rooms-lp,United Kingdom,session_start,Paid Search,6,0,0,6
20250824,/cold-rooms-lp,United Kingdom,user_engagement,Paid Search,6,0,0,6
20250827,/refrigerated-units-lp,United Kingdom,first_visit,Paid Search,2,4,0,6
20250901,/,United Kingdom,first_visit,Organic Search,2,4,0,6
20250901,/,United Kingdom,page_view,Organic Search,2,4,0,6
20250901,/,United Kingdom,session_start,Organic Search,2,4,0,6
20250901,/blast-freezers-lp,United Kingdom,first_visit,Paid Search,1,5,0,6
20250902,/,United Kingdom,first_visit,Organic Search,3,3,0,6
20250902,/,United Kingdom,page_view,Organic Search,3,3,0,6
20250902,/,United Kingdom,session_start,Organic Search,3,3,0,6
20250903,/cold-rooms-lp,United Kingdom,scroll,Paid Search,6,0,0,6
20250904,/cold-rooms-lp,United Kingdom,click,Paid Search,5,1,0,6
20250905,/cold-rooms-lp,United Kingdom,first_visit,Paid Search,4,2,0,6
