date,landing_page,channel_group,country,active_users_total,active_users_mobile,active_users_desktop,active_users_tablet
2025-06-27,(not set),Paid Search,United Kingdom,2,1,1,0
2025-06-27,/,Direct,Germany,1,0,1,0
2025-06-27,/,Direct,India,1,0,1,0
2025-06-27,/,Direct,United Kingdom,6,1,5,0
2025-06-27,/,Direct,United States,2,0,2,0
2025-06-27,/,Organic Search,Germany,1,0,1,0
2025-06-27,/,Organic Search,United Kingdom,4,1,3,0
2025-06-27,/,Organic Search,United States,1,0,1,0
2025-06-27,/about/what-crs-does.html,Direct,India,1,1,0,0
2025-06-27,/about/what-crs-does.html,Direct,United Kingdom,1,0,1,0
2025-06-27,/archive/coldkit-matrix-coldrooms.html,Organic Search,United Kingdom,1,1,0,0
2025-06-27,/archive/hospital-fridges.html,Organic Search,South Africa,1,0,1,0
2025-06-27,/blast-freezer/40ftblastfreezer.html,Organic Search,New Zealand,1,0,1,0
2025-06-27,/blast-freezer/40ftblastfreezer.html,Organic Search,United Kingdom,1,1,0,0
2025-06-27,/blastfreezer/warehouse/slough.html,Referral,United Kingdom,1,0,1,0
2025-06-27,/brakes-video,Organic Video,Ireland,2,1,1,0
2025-06-27,/brands/carrier.html,Organic Search,United Kingdom,2,2,0,0
2025-06-27,/cold-rooms,Direct,China,1,0,1,0
2025-06-27,/cold-rooms,Organic Search,United Kingdom,3,1,1,1
2025-06-27,/cold-rooms-lp,Paid Search,United Kingdom,14,11,3,0
2025-06-27,/cold-stores,Organic Search,United Kingdom,1,0,1,0
2025-06-27,/cold-stores,Paid Search,United Kingdom,2,2,0,0
2025-06-27,/crs-cold-stores-0-0,Email,Ireland,2,0,2,0
2025-06-27,/enquiry,Email,Ireland,1,1,0,0
2025-06-27,/get-in-touch-with-crs,Paid Search,United Kingdom,3,1,2,0
2025-06-27,/industrial,Organic Search,United Kingdom,1,0,1,0
2025-06-27,/industry/dairy-cold-storage.html,Organic Search,India,1,0,1,0
2025-06-27,/industry/fish-cold-storage.html,Organic Search,Indonesia,1,0,1,0
2025-06-27,/industry/industries.html,Direct,United Kingdom,1,0,1,0
2025-06-27,/industry/industries.html,Paid Search,United Kingdom,3,3,0,0
2025-06-27,/knowledge/meat-cold-storage.html,Direct,Philippines,1,1,0,0
2025-06-27,/news/blast-freezing-eutectic-plates.html,Organic Search,Philippines,1,1,0,0
2025-06-27,/news/cold-storage-fruit-and-veg.html,Direct,India,1,1,0,0
2025-06-27,/news/cold-storage-fruit-and-veg.html,Organic Search,India,4,1,4,0
2025-06-27,/news/cold-storage-fruit-and-veg.html,Organic Search,United Kingdom,1,0,1,0
2025-06-27,/news/cold-storage-types.html,Organic Search,India,1,1,0,0
2025-06-27,/news/foods-kept-in-blast-freezers.html,Organic Search,United States,1,1,0,0
2025-06-27,/news/thawingwithcoldstorage.html,Organic Search,Hong Kong,1,0,1,0
2025-06-27,/news/vip-insulation.html,Organic Search,United Kingdom,1,1,0,0
2025-06-27,/news/walk-in-freezer.html,Organic Search,Czechia,1,0,1,0
2025-06-27,/news/walk-in-fridge.html,Organic Search,United Kingdom,1,1,0,0
2025-06-27,/news/what-blast-freezer.html,Direct,Thailand,1,1,0,0
2025-06-27,/news/what-blast-freezer.html,Organic Search,India,1,1,0,0
2025-06-27,/news/what-blast-freezer.html,Organic Search,Nepal,1,0,1,0
2025-06-27,/news/what-blast-freezer.html,Organic Search,Philippines,2,2,0,0
2025-06-27,/news/what-blast-freezer.html,Organic Search,United Kingdom,1,1,0,0
2025-06-27,/refrigerated-container,Paid Search,United Kingdom,1,1,0,0
2025-06-27,/refrigerated-container/10ft.html,Organic Search,Tanzania,1,1,0,0
2025-06-27,/refrigerated-container/10ft.html,Organic Search,United Kingdom,1,1,0,0
2025-06-27,/refrigerated-container/20ft.html,Organic Search,Nigeria,1,1,0,0
2025-06-27,/refrigerated-container/20ft.html,Organic Search,United Kingdom,1,1,0,0
2025-06-27,/refrigerated-container/40ft.html,Organic Search,United Kingdom,1,1,0,0
2025-06-27,/refrigerated-container/grade-c-range.html,Direct,Malaysia,1,1,0,0
2025-06-27,/refrigerated-container/ultra-low.html,Organic Search,Netherlands,1,0,1,0
2025-06-27,/refrigerated-units-lp,Paid Search,United Kingdom,15,15,0,0
2025-06-27,/refrigeration/cold-rooms/london.html,Organic Search,United Kingdom,2,0,2,0
2025-06-27,/refrigeration/cold-storage/bolton.html,Organic Search,United Kingdom,2,0,2,0
2025-06-27,/refrigeration/cold-storage/kent.html,Organic Search,United Kingdom,1,0,1,0
2025-06-27,/refrigeration/cold-storage/manchester.html,Direct,United Kingdom,1,1,0,0
2025-06-27,/refrigeration/cool-rooms/swindon.html,Organic Search,United Kingdom,1,0,1,0
2025-06-27,/refrigeration/refrigerated-containers/belfast.html,Organic Search,United Kingdom,1,0,1,0
2025-06-27,/refrigeration/refrigerated-containers/cumbria.html,Organic Search,United Kingdom,1,0,1,0
2025-06-27,/refrigeration/refrigerated-containers/london.html,Organic Search,United Kingdom,1,0,1,0
2025-06-27,/refrigeration/refrigerated-containers/scotland.html,Organic Search,United Kingdom,1,0,1,0
2025-06-27,/services/commercial-freezers.html,Organic Search,United Kingdom,1,0,1,0
2025-06-27,/services/commercial-refrigeration.html,Organic Search,United Kingdom,1,1,0,0
2025-06-27,/site-map.html,Direct,India,1,1,0,0
2025-06-27,/specialist/quick-thaw-units.html,Organic Search,United Kingdom,1,0,1,0
2025-06-27,/specialist/quick-thaw-units.html,Referral,United Kingdom,1,0,1,0
2025-06-27,/storage/freezer-containers.html,Organic Search,United Kingdom,3,2,1,0
2025-06-27,/storage/freezer-containers.html,Organic Search,United States,1,0,1,0
2025-06-27,/storage/meat-lockers.html,Organic Search,United Kingdom,1,0,1,0
2025-06-27,/storage/portable-refrigeration-units.html,Organic Search,United Kingdom,1,0,1,0
2025-06-28,/,Direct,China,2,0,2,0
2025-06-28,/,Direct,Netherlands,5,0,5,0
2025-06-28,/,Direct,Singapore,5,0,5,0
2025-06-28,/,Direct,United Kingdom,1,1,0,0
2025-06-28,/,Direct,United States,1,0,1,0
2025-06-28,/,Organic Search,United Kingdom,3,3,0,0
2025-06-28,/about/payment-methods.html,Direct,United States,1,0,1,0
2025-06-28,/about/why-use-crs.html,Paid Search,United Kingdom,1,1,0,0
2025-06-28,/aclk,Paid Search,United Kingdom,1,1,0,0
2025-06-28,/blast-freezer,Direct,Netherlands,1,0,1,0
2025-06-28,/blast-freezer,Organic Search,United Kingdom,1,1,0,0
2025-06-28,/blast-freezer/10ftblastfreezer.html,Direct,United Kingdom,1,1,0,0
2025-06-28,/blast-freezer/10ftblastfreezer.html,Organic Search,Philippines,2,2,0,0
2025-06-28,/blast-freezer/preconditioning.html,Organic Search,Denmark,1,1,0,0
2025-06-28,/brands/partners.html,Organic Search,United Kingdom,1,0,0,1
2025-06-28,/case-studies,Organic Search,United Kingdom,1,1,0,0
2025-06-28,/cold-rooms,Direct,Netherlands,1,0,1,0
2025-06-28,/cold-rooms-lp,Cross-network,United Kingdom,1,1,0,0
2025-06-28,/cold-rooms-lp,Paid Search,India,1,1,0,0
2025-06-28,/cold-rooms-lp,Paid Search,United Kingdom,12,11,1,0
2025-06-28,/cold-rooms/walk-in-fridge.html,Organic Search,United Kingdom,1,1,0,0
2025-06-28,/cold-stores,Direct,United Kingdom,1,0,1,0
2025-06-28,/cold-stores,Organic Search,United Kingdom,1,1,0,0
2025-06-28,/cold-stores,Paid Search,United Kingdom,2,2,0,0
2025-06-28,/enquiry,Direct,Netherlands,1,0,1,0
2025-06-28,/heated,Direct,Netherlands,1,0,1,0
2025-06-28,/industry/fish-cold-storage.html,Organic Search,Bangladesh,1,0,1,0
2025-06-28,/industry/industries.html,Paid Search,United Kingdom,2,2,0,0
2025-06-28,/news/blast-freezer.html,Referral,Peru,1,0,1,0
2025-06-28,/news/cold-storage-fruit-and-veg.html,Direct,India,1,1,0,0
2025-06-28,/news/cold-storage-fruit-and-veg.html,Organic Search,India,4,4,0,0
2025-06-28,/news/cold-storage-fruit-and-veg.html,Organic Search,Ireland,1,1,0,0
2025-06-28,/news/cold-storage-fruit-and-veg.html,Organic Search,United Kingdom,1,1,0,0
2025-06-28,/news/what-blast-freezer.html,Organic Search,India,2,1,1,0
2025-06-28,/news/what-blast-freezer.html,Organic Search,United Kingdom,1,1,0,0
2025-06-28,/pharma,Direct,Netherlands,1,0,1,0
2025-06-28,/refrigerated-container,Direct,Netherlands,1,0,1,0
2025-06-28,/refrigerated-container/10ft.html,Organic Search,United Kingdom,1,1,0,0
2025-06-28,/refrigerated-container/gradea-range.html,Organic Search,United States,1,0,0,1
2025-06-28,/refrigerated-units-lp,Paid Search,United Kingdom,9,8,0,1
2025-06-28,/refrigeration/refrigerated-containers/belfast.html,Organic Search,United Kingdom,1,1,0,0
2025-06-28,/refrigeration/refrigerated-storage/sheffield.html,Organic Search,United Kingdom,1,1,0,0
2025-06-28,/services/project-management.html,Organic Search,India,1,1,0,0
2025-06-28,/specialist,Direct,Netherlands,1,0,1,0
2025-06-28,/storage/freezer-containers.html,Organic Search,United States,1,0,1,0
2025-06-28,/storage/meat-lockers.html,Organic Search,United Kingdom,1,1,0,0
2025-06-28,/storage/portable-refrigeration-units.html,Organic Search,United Kingdom,1,1,0,0
2025-06-29,/,Organic Search,Israel,1,0,1,0
2025-06-29,/,Organic Search,United Kingdom,3,1,0,2
2025-06-29,/aclk,Paid Search,United Kingdom,1,1,0,0
2025-06-29,/archive/medical-fridges.html,Organic Search,United Kingdom,1,1,0,0
2025-06-29,/blast-freezer,Organic Search,United Kingdom,1,0,1,0
2025-06-29,/blast-freezer/20ftblastfreezer.html,Direct,United Kingdom,1,0,1,0
2025-06-29,/blast-freezer/40ft-iso-blast-freezer.html,Direct,Hong Kong,3,3,0,0
2025-06-29,/blast-freezer/40ft-power-blast-25kw.html,Organic Search,United Kingdom,1,1,0,0
2025-06-29,/blast-freezers,Organic Search,United Kingdom,1,0,1,0
2025-06-29,/blastfreezer/warehouse/sussex.html,Organic Search,United Kingdom,1,0,1,0
2025-06-29,/case-studies,Organic Search,United Kingdom,1,1,0,0
2025-06-29,/cold-rooms,Organic Search,Trinidad & Tobago,1,1,0,0
2025-06-29,/cold-rooms-lp,Cross-network,United Kingdom,2,1,1,0
2025-06-29,/cold-rooms-lp,Paid Search,United Kingdom,13,12,1,0
2025-06-29,/cold-rooms/meat-cold-room.html,Organic Search,Trinidad & Tobago,1,1,0,0
2025-06-29,/cold-stores,Organic Search,United Kingdom,3,1,0,2
2025-06-29,/cold-stores,Paid Search,United Kingdom,2,1,0,1
2025-06-29,/enquiry,Organic Search,United Kingdom,2,1,1,0
2025-06-29,/heated/hotbox.html,Organic Search,United Kingdom,1,1,0,0
2025-06-29,/industry/industries.html,Paid Search,United Kingdom,2,2,0,0
2025-06-29,/latest-news,Referral,United Kingdom,1,1,0,0
2025-06-29,/news/blast-freezing-eutectic-plates.html,Organic Search,Philippines,1,1,0,0
2025-06-29,/news/cold-storage-fruit-and-veg.html,Direct,India,1,1,0,0
2025-06-29,/news/cold-storage-fruit-and-veg.html,Organic Search,Australia,1,0,1,0
2025-06-29,/news/cold-storage-fruit-and-veg.html,Organic Search,India,2,2,0,0
2025-06-29,/news/cold-storage-fruit-and-veg.html,Organic Search,Saudi Arabia,1,0,1,0
2025-06-29,/news/index.html,Direct,United States,1,0,1,0
2025-06-29,/news/portable-cold-storage.html,Organic Search,India,1,1,0,0
2025-06-29,/news/rapid-chilling.html,Organic Search,India,1,1,0,0
2025-06-29,/news/rapid-chilling.html,Organic Search,United States,1,1,0,0
2025-06-29,/news/what-blast-freezer.html,Direct,Brunei,1,0,1,0
2025-06-29,/news/what-blast-freezer.html,Organic Search,Canada,1,0,1,0
2025-06-29,/refrigerated-container/10ft.html,Organic Search,Australia,1,1,0,0
2025-06-29,/refrigerated-container/ultra-low.html,Organic Search,Czechia,1,0,1,0
2025-06-29,/refrigerated-units-lp,Paid Search,United Kingdom,13,13,0,0
2025-06-29,/refrigeration/cold-rooms/kent.html,Organic Search,United Kingdom,1,1,0,0
2025-06-29,/refrigeration/cold-storage/england.html,Organic Search,United Kingdom,3,3,0,0
2025-06-29,/refrigeration/cold-storage/manchester.html,Organic Search,United Kingdom,2,1,1,0
2025-06-29,/refrigeration/commercial-refrigeration/plymouth.html,Organic Search,United Kingdom,1,1,0,0
2025-06-29,/refrigeration/mobile-cold-rooms/hull.html,Organic Search,United Kingdom,1,0,0,1
2025-06-29,/refrigeration/refrigerated-storage/glasgow.html,Organic Search,United Kingdom,1,0,1,0
2025-06-29,/specialist/quick-thaw-units.html,Direct,United Kingdom,1,0,1,0
2025-06-29,/storage/freezer-containers.html,Organic Search,United Kingdom,2,0,1,1
2025-06-29,/storage/vaccine-fridges.html,Organic Search,United Kingdom,1,1,0,0
2025-06-30,(not set),Organic Search,United Kingdom,1,1,0,0
2025-06-30,/,Direct,(not set),1,0,1,0
2025-06-30,/,Direct,China,7,0,7,0
2025-06-30,/,Direct,France,1,0,1,0
2025-06-30,/,Direct,Hong Kong,1,0,1,0
2025-06-30,/,Direct,Ireland,1,0,1,0
2025-06-30,/,Direct,South Korea,1,1,0,0
2025-06-30,/,Direct,United Kingdom,1,0,1,0
2025-06-30,/,Organic Search,Netherlands,1,0,1,0
2025-06-30,/,Organic Search,South Africa,1,0,1,0
2025-06-30,/,Organic Search,United Kingdom,11,6,5,0
2025-06-30,/,Organic Search,United States,2,0,2,0
2025-06-30,/,Paid Search,United Kingdom,1,0,1,0
2025-06-30,/,Referral,Ireland,1,0,1,0
2025-06-30,/about/what-crs-does.html,Organic Search,United Kingdom,1,1,0,0
2025-06-30,/about/why-use-crs.html,Paid Search,United Kingdom,1,1,0,0
2025-06-30,/archive/medical-fridges.html,Organic Search,United Kingdom,1,0,1,0
2025-06-30,/archive/medical.html,Organic Search,United Kingdom,1,1,0,0
2025-06-30,/blast-freezer,Direct,United Kingdom,1,0,1,0
2025-06-30,/blast-freezer/20ftblastfreezer.html,Direct,United Kingdom,1,0,1,0
2025-06-30,/blast-freezer/20ftblastfreezer.html,Organic Search,Iceland,1,0,1,0
2025-06-30,/blast-freezer/20ftblastfreezer.html,Organic Search,United Kingdom,1,0,1,0
2025-06-30,/blast-freezer/40ft-iso-blast-freezer.html,Direct,China,1,0,1,0
2025-06-30,/blast-freezer/40ft-power-blast-25kw.html,Organic Search,United Arab Emirates,1,1,0,0
2025-06-30,/blast-freezers,Organic Search,United Kingdom,1,0,1,0
2025-06-30,/blast-freezers/cookies.html,Direct,United States,1,0,1,0
2025-06-30,/blast-freezers/privacy.html,Direct,United States,1,0,1,0
2025-06-30,/brands/carrier.html,Organic Search,United Kingdom,1,1,0,0
2025-06-30,/careers/credit-controller-job.html,Direct,United States,1,0,1,0
2025-06-30,/careers/telemarketing-executive.html,Direct,United States,1,0,1,0
2025-06-30,/case-studies,Organic Search,Philippines,1,0,1,0
2025-06-30,/case-studies,Organic Search,United Kingdom,1,1,0,0
2025-06-30,/cold-rooms-lp,Cross-network,United Kingdom,2,2,0,0
2025-06-30,/cold-rooms-lp,Paid Search,United Kingdom,10,8,1,1
2025-06-30,/cold-rooms/portable-cold-room.html,Organic Search,Hong Kong,1,0,1,0
2025-06-30,/cold-rooms/walk-in-fridge.html,Direct,United Kingdom,1,1,0,0
2025-06-30,/cold-stores,Direct,United Kingdom,1,0,1,0
2025-06-30,/cold-stores,Organic Search,United Kingdom,2,0,2,0
2025-06-30,/cold-stores,Paid Search,United Kingdom,1,1,0,0
2025-06-30,/get-in-touch,Paid Search,United Kingdom,1,1,0,0
2025-06-30,/industrial,Direct,United Kingdom,1,0,1,0
2025-06-30,/industry/fish-cold-storage.html,Organic Search,United Kingdom,1,0,1,0
2025-06-30,/industry/industries.html,Organic Search,United Kingdom,1,1,0,0
2025-06-30,/industry/industries.html,Paid Search,United Kingdom,2,2,0,0
2025-06-30,/industry/meat-cold-storage.html,Organic Search,France,1,0,1,0
2025-06-30,/knowledge/meat-cold-storage.html,Organic Search,Philippines,1,0,1,0
2025-06-30,/news/cold-storage-design.html,Organic Search,India,1,1,0,0
2025-06-30,/news/cold-storage-fruit-and-veg.html,Organic Search,Ethiopia,2,0,2,0
2025-06-30,/news/cold-storage-fruit-and-veg.html,Organic Search,India,3,1,2,0
2025-06-30,/news/cold-storage-fruit-and-veg.html,Organic Search,Vietnam,1,0,1,0
2025-06-30,/news/commercial-blast-freezing.html,Organic Search,United Kingdom,1,0,1,0
2025-06-30,/news/crs-expansion.html,Organic Search,Ireland,1,0,1,0
2025-06-30,/news/foods-kept-in-blast-freezers.html,Direct,Peru,1,0,1,0
2025-06-30,/news/optimising-power-consumption.html,Organic Search,Poland,1,0,1,0
2025-06-30,/news/portable-cold-storage.html,Organic Search,Qatar,1,0,1,0
2025-06-30,/news/rapid-chilling.html,Direct,United States,1,0,1,0
2025-06-30,/news/rapid-chilling.html,Organic Search,United States,1,1,0,0
2025-06-30,/news/types-of-cold-storage.html,Organic Search,Vietnam,1,0,1,0
2025-06-30,/news/what-blast-freezer.html,Organic Search,Papua New Guinea,1,0,1,0
2025-06-30,/news/what-blast-freezer.html,Organic Search,Philippines,1,1,0,0
2025-06-30,/refrigerated-container,Organic Search,United Kingdom,2,1,1,0
2025-06-30,/refrigerated-container/10ft.html,Organic Search,Antigua & Barbuda,1,1,0,0
2025-06-30,/refrigerated-container/20ft.html,Organic Search,United Kingdom,1,0,1,0
2025-06-30,/refrigerated-container/40ft.html,Organic Search,Italy,1,0,1,0
2025-06-30,/refrigerated-storage/refrigeration-methods.html,Direct,United States,1,0,1,0
2025-06-30,/refrigerated-units-lp,Paid Search,United Kingdom,9,7,2,0
2025-06-30,/refrigeration/cold-rooms/luton.html,Organic Search,United Kingdom,1,1,0,0
2025-06-30,/refrigeration/cold-storage/england.html,Organic Search,United Kingdom,2,2,0,0
2025-06-30,/refrigeration/refrigerated-containers/edinburgh.html,Organic Search,United Kingdom,1,0,1,0
2025-06-30,/refrigeration/refrigerated-containers/the-midlands.html,Organic Search,United Kingdom,1,0,1,0
2025-06-30,/refrigeration/refrigerated-storage/hull.html,Organic Search,United Kingdom,2,2,0,0
2025-06-30,/refrigeration/refrigerated-storage/leicester.html,Organic Search,United Kingdom,1,0,1,0
2025-06-30,/refrigeration/refrigerated-storage/stoke-on-trent.html,Direct,United Kingdom,1,0,1,0
2025-06-30,/refrigeration/refrigeration-units/glasgow.html,Organic Search,United Kingdom,1,0,1,0
2025-06-30,/services/commercial-freezers.html,Organic Search,United Kingdom,2,1,1,0
2025-06-30,/services/commercial-refrigeration.html,Direct,United Kingdom,1,1,0,0
2025-06-30,/services/commercial-refrigeration.html,Organic Search,United Kingdom,1,1,0,0
2025-06-30,/storage/cold-stores-rooms.html,Organic Search,Cyprus,1,0,1,0
2025-06-30,/storage/freezer-containers.html,Direct,United Kingdom,1,0,1,0
2025-06-30,/storage/freezer-containers.html,Organic Search,United Kingdom,4,1,3,0
2025-06-30,/storage/portable-refrigeration-units.html,Organic Search,United Kingdom,2,1,1,0
2025-07-01,(not set),Paid Search,United Kingdom,1,0,1,0
2025-07-01,/,Direct,Hong Kong,1,0,1,0
2025-07-01,/,Direct,United Kingdom,1,0,1,0
2025-07-01,/,Direct,United States,2,0,2,0
2025-07-01,/,Organic Search,Austria,1,0,1,0
2025-07-01,/,Organic Search,Czechia,1,0,1,0
2025-07-01,/,Organic Search,India,1,0,1,0
2025-07-01,/,Organic Search,Mongolia,1,0,1,0
2025-07-01,/,Organic Search,Netherlands,1,0,1,0
2025-07-01,/,Organic Search,United Kingdom,8,4,4,0
2025-07-01,/about/client-testimonials.html,Direct,United States,1,0,1,0
2025-07-01,/about/payment-methods.html,Direct,United States,1,0,1,0
2025-07-01,/about/what-crs-does.html,Direct,United States,2,0,2,0
2025-07-01,/about/why-use-crs.html,Direct,United States,1,0,1,0
2025-07-01,/about/why-use-crs.html,Paid Search,United Kingdom,2,2,0,0
2025-07-01,/archive/coldkit-matrix-coldrooms.html,Organic Search,United Kingdom,1,0,1,0
2025-07-01,/archive/medical.html,Organic Search,United Kingdom,1,0,1,0
2025-07-01,/blast-freezer,Organic Search,United Kingdom,10,1,9,0
2025-07-01,/blast-freezer/10ftblastfreezer.html,Organic Search,New Zealand,1,0,1,0
2025-07-01,/blast-freezer/10ftblastfreezer.html,Organic Search,Spain,1,0,1,0
2025-07-01,/blast-freezer/20ftblastfreezer.html,Organic Search,United Kingdom,1,0,1,0
2025-07-01,/blast-freezer/40ft-power-blast-25kw.html,Organic Search,Philippines,1,0,1,0
2025-07-01,/blast-freezer/40ftblastfreezer.html,Organic Search,Canada,1,1,0,0
2025-07-01,/blast-freezer/index.html,Direct,United States,1,0,1,0
2025-07-01,/blast-freezer/preconditioning.html,Organic Search,(not set),1,0,1,0
2025-07-01,/blast-freezer/preconditioning.html,Organic Search,United Kingdom,1,0,1,0
2025-07-01,/blast-freezers-lp,Paid Search,United Kingdom,4,2,2,0
2025-07-01,/blast-freezers/privacy.html,Direct,United Kingdom,1,1,0,0
2025-07-01,/brands/carrier.html,Organic Search,Germany,1,0,1,0
2025-07-01,/brands/cold-kit-rooms.html,Organic Search,United Kingdom,1,1,0,0
2025-07-01,/brands/thermo-king.html,Organic Search,Ireland,1,0,1,0
2025-07-01,/brands/thermo-king.html,Organic Search,United Kingdom,1,0,1,0
2025-07-01,/cold-rooms,Organic Search,United Kingdom,1,0,1,0
2025-07-01,/cold-rooms-lp,Cross-network,United Kingdom,3,3,0,0
2025-07-01,/cold-rooms-lp,Paid Search,United Kingdom,18,13,5,0
2025-07-01,/cold-rooms/walk-in-fridge.html,Organic Search,United Kingdom,1,1,0,0
2025-07-01,/cold-rooms/walk-in-fridge.html,Paid Search,United Kingdom,1,1,0,0
2025-07-01,/cold-stores,Direct,United Kingdom,1,0,1,0
2025-07-01,/cold-stores,Direct,United States,1,0,1,0
2025-07-01,/cold-stores,Organic Search,United Kingdom,3,2,1,0
2025-07-01,/enquiry,Direct,United States,2,0,2,0
2025-07-01,/enquiry/contactConfirm.php,Direct,United Kingdom,1,0,1,0
2025-07-01,/get-in-touch,Paid Search,United Kingdom,3,2,1,0
2025-07-01,/get-in-touch-with-crs,Paid Search,United Kingdom,2,0,2,0
2025-07-01,/heated/hotbox.html,Organic Search,United Kingdom,1,0,1,0
2025-07-01,/industry/bakery-cold-storage.html,Organic Search,United Kingdom,1,1,0,0
2025-07-01,/industry/fish-cold-storage.html,Organic Search,Oman,1,0,1,0
2025-07-01,/knowledge/index.html,Direct,United States,1,0,1,0
2025-07-01,/knowledge/meat-cold-storage.html,Organic Search,Indonesia,1,0,1,0
2025-07-01,/knowledge/meat-cold-storage.html,Organic Search,United Kingdom,1,0,1,0
2025-07-01,/knowledge/retail-cold-storage.html,Organic Search,United Kingdom,1,0,1,0
2025-07-01,/megas/triplemega.html,Organic Search,United Kingdom,1,0,1,0
2025-07-01,/news/carbon-fibre-cold-storage.html,Organic Search,Czechia,1,0,1,0
2025-07-01,/news/carbon-fibre-cold-storage.html,Organic Search,India,1,0,1,0
2025-07-01,/news/carbon-fibre-cold-storage.html,Organic Search,United Kingdom,1,0,1,0
2025-07-01,/news/cold-storage-fruit-and-veg.html,Organic Search,Bangladesh,1,0,1,0
2025-07-01,/news/cold-storage-fruit-and-veg.html,Organic Search,India,1,1,0,0
2025-07-01,/news/cold-storage-fruit-and-veg.html,Organic Search,United Kingdom,2,0,2,0
2025-07-01,/news/cold-storage.html,Organic Search,United Kingdom,1,1,0,0
2025-07-01,/news/cross-docking.html,Organic Search,Belgium,1,0,1,0
2025-07-01,/news/foods-kept-in-blast-freezers.html,Organic Search,Australia,1,1,0,0
2025-07-01,/news/index.html,Direct,United States,1,0,1,0
2025-07-01,/news/quick-thaw-unit.html,Organic Search,United Kingdom,1,1,0,0
2025-07-01,/news/rapid-chilling.html,Organic Search,Philippines,1,0,1,0
2025-07-01,/news/rmoniweb-mobile-app.html,Organic Search,United Kingdom,1,0,1,0
2025-07-01,/news/walk-in-fridge.html,Organic Search,United Kingdom,1,1,0,0
2025-07-01,/news/what-blast-freezer.html,Organic Search,Egypt,1,0,1,0
2025-07-01,/news/what-blast-freezer.html,Organic Search,India,1,1,0,0
2025-07-01,/news/what-blast-freezer.html,Organic Search,United Kingdom,1,1,0,0
2025-07-01,/refrigerated-container,Organic Search,United Kingdom,2,0,2,0
2025-07-01,/refrigerated-container/10ft.html,Direct,United Kingdom,2,1,1,0
2025-07-01,/refrigerated-container/10ft.html,Organic Search,United Kingdom,4,4,0,0
2025-07-01,/refrigerated-container/20ft.html,Organic Search,Indonesia,1,1,0,0
2025-07-01,/refrigerated-container/20ft.html,Organic Search,United Kingdom,1,0,1,0
2025-07-01,/refrigerated-container/40ft.html,Organic Search,United Arab Emirates,1,0,1,0
2025-07-01,/refrigerated-container/index.html,Direct,United States,1,0,1,0
2025-07-01,/refrigerated-units-lp,Paid Search,United Kingdom,12,9,2,1
2025-07-01,/refrigeration/cold-rooms/hertfordshire.html,Organic Search,United Kingdom,1,1,0,0
2025-07-01,/refrigeration/cold-rooms/london.html,Organic Search,United Kingdom,1,0,1,0
2025-07-01,/refrigeration/cold-rooms/scotland.html,Organic Search,United Kingdom,1,0,1,0
2025-07-01,/refrigeration/cold-rooms/surrey.html,Organic Search,United Kingdom,1,0,1,0
2025-07-01,/refrigeration/cold-storage/kent.html,Organic Search,United Kingdom,1,0,1,0
2025-07-01,/refrigeration/cold-storage/leeds.html,Organic Search,United Kingdom,1,0,1,0
2025-07-01,/refrigeration/cold-storage/manchester.html,Organic Search,United Kingdom,1,1,0,0
2025-07-01,/refrigeration/commercial-refrigeration/devon.html,Organic Search,United Kingdom,1,0,1,0
2025-07-01,/refrigeration/refrigerated-containers/belfast.html,Organic Search,United Kingdom,1,0,1,0
2025-07-01,/refrigeration/refrigerated-containers/buckinghamshire.html,Organic Search,United Kingdom,1,1,0,0
2025-07-01,/refrigeration/refrigerated-containers/edinburgh.html,Organic Search,United Kingdom,1,0,1,0
2025-07-01,/refrigeration/refrigerated-containers/liverpool.html,Organic Search,United Kingdom,1,0,1,0
2025-07-01,/refrigeration/refrigerated-containers/yorkshire.html,Organic Search,United Kingdom,1,1,0,0
2025-07-01,/refrigeration/refrigerated-storage/nottingham.html,Organic Search,United Kingdom,1,1,0,0
2025-07-01,/refrigeration/refrigeration-units/glasgow.html,Organic Search,United Kingdom,1,1,0,0
2025-07-01,/services/commercial-refrigeration.html,Organic Search,United Kingdom,1,0,1,0
2025-07-01,/services/crs-services.html,Organic Search,United Kingdom,1,0,1,0
2025-07-01,/services/quayside-reefer-repair.html,Organic Search,United Kingdom,1,0,1,0
2025-07-01,/shock-freezer/40ftshockfreezer.html,Organic Search,Poland,1,0,1,0
2025-07-01,/specialist/climate-controlled.html,Direct,United Kingdom,1,1,0,0
2025-07-01,/specialist/loading-dock-facility.html,Organic Search,United Kingdom,1,1,0,0
2025-07-01,/specialist/quick-thaw-units.html,Organic Search,New Zealand,1,0,1,0
2025-07-01,/storage/freezer-containers.html,Organic Search,United Kingdom,4,0,4,0
2025-07-01,/storage/mobile-freezers.html,Organic Search,United Kingdom,1,1,0,0
2025-07-02,(not set),Paid Search,United Kingdom,4,1,3,0
2025-07-02,/,Direct,Ireland,1,0,1,0
2025-07-02,/,Direct,Türkiye,1,0,1,0
2025-07-02,/,Direct,United Kingdom,2,0,2,0
2025-07-02,/,Direct,United States,1,0,1,0
2025-07-02,/,Organic Search,India,1,0,1,0
2025-07-02,/,Organic Search,Ireland,1,0,1,0
2025-07-02,/,Organic Search,United Kingdom,7,0,7,0
2025-07-02,/,Organic Search,United States,1,0,1,0
2025-07-02,/,Referral,India,1,0,1,0
